19,39.95227,-75.199421,"Class of 1920 Commons, 3800 Locust Walk, Philadelphia, PA 19104",Amazon Center @ Commons,https://static1.squarespace.com/static/50a1b79ae4b081ffff7c9f82/t/57c0a8e11b631b0da5425862/1472244526762/,Has 3-4 tables and some couches for comfy work! Pick up your Amazon order while you're at it.
20,39.953984,-75.200351,"3901 Walnut St, Philadelphia, PA 19104",Starbucks (39th),https://snworksceo.imgix.net/dpn-34s/7d127a3c-cc83-42d9-89d0-bce6ba2cb2a4.sized-1000x1000.jpg,"Right on Walnut Street, 39th Starbucks is a great place to grab a quick drink."
21,39.954704,-75.199895,"3900 Chestnut St Unit 4, Philadelphia, PA 19104",Tea-Do,https://scontent-sea1-1.cdninstagram.com/vp/345bda5d0a0d33a7dc5696736b41f3c1/5DA9EE7C/t51.2885-15/e35/65668260_183465689332058_3853110028210680033_n.jpg?_nc_ht=scontent-sea1-1.cdninstagram.com&se=7&ig_cache_key=MjA3ODE2NDMwODY3NzkxNzc4Ng%3D%3D.2,"A popular boba store, Tea-Do has everything from asian snacks, fruit teas, to games!"
22,39.954369,-75.203375,"4013 Walnut St, Philadelphia, PA 19104",Metropolitan Bakery & Cafe,https://www.universitycity.org/sites/default/files/styles/restaurant_image/public/Metropolitan_outside1.jpg?itok=0AWAEx4S,"Next to Frogro across from Cinemark, Metro is a hip fave. Space is on the smaller side."
23,39.956314,-75.202219,"Ludlow St &, S 40th St, Philadelphia, PA 19104",Green Line Cafe,https://www.universitycity.org/sites/default/files/styles/restaurant_image/public/green_line_locust.jpg?itok=dA40AZRv,"A short get away from campus, Green Line is known for food and good vibes."
24,39.95238,-75.200147,"3820 Locust Walk, Philadelphia, PA 19104",Harnwell College House,https://live.staticflickr.com/6229/6303325056_531126c7f9_b.jpg,"One of the most popular high rises, Harnwell has a dance gallery and the dungeon, along with lounges every floor!"
25,39.952061,-75.201067,"3910 Irving St, Philadelphia, PA 19104",Harrison College House,https://www.pennconnects.upenn.edu/all_project_images/high_rises_college_houses_images/high_rises_college_houses_overview.jpg,"Another one of the three high rises, has Cafe Prima!"
26,39.953162,-75.201334,"3901 Locust Walk, Philadelphia, PA 19104",Rodin College House,http://gramaticadesign.com/resources/Dorm_325.jpg,"Another one of the three high rises, home to 784 undergraduates."
27,39.953707,-75.201024,"3900 Walnut St, Philadelphia, PA 19104",W.E.B Du Bois College House,https://images1.apartments.com/i2/o1pMFbmXDqqJIX1tFuqtBqyALVvwiF-RmsC5D4qvJEQ/117/webdu-bois-college-house-philadelphia-pa-primary-photo.jpg,Du Bois strives to adhere to its original mission to support students of the African Diaspora by serving as a hub for activities that promote African and African American scholarship and culture. 
28,39.951559,-75.200102,"3817 Spruce St, Philadelphia, PA 19104",Mayer Stouffer College House,http://rolike.club/wp-content/uploads/2019/04/new-college-house-upenn-harnwell-college-house-upenn.jpg,"The all upperclassmen counterpart to Stouffer Stouffer, Mayer boasts a tightly knit student group along with large room layouts."
29,39.951863,-75.202404,"3909 Spruce St, Philadelphia, PA 19104",Gregory College House,https://www.collegehouses.upenn.edu/sites/www.collegehouses.upenn.edu/files/Gregory_Front.jpg,Gregory celebrates diversity through its Modern Languages Program and cinema through the Film Culture series.
30,39.950859,-75.198088,"3702 Spruce St, Philadelphia, PA 19104",Platt Student Peforming Arts House,https://www.vpul.upenn.edu/platthouse/files/DSC_6182_1000px_wide_resize.jpg,"The central hub to all performing arts groups at Penn, Platt hosts amazing food and craft filled study breaks and events. There are plenty of music and dance studios, along with a free Keurig and tea."
31,39.951088,-75.198748,"3736 Spruce St, Philadelphia, PA 19104",SoBol University City,https://www.phillymag.com/wp-content/uploads/sites/3/2018/08/sobol-university-city.jpg,Get an Acai bowl or smoothie with fresh fruit and toppings!
32,39.950422,-75.19765,"The Quadrangle, Philadelphia, PA 19104",The Quad,https://media.thetab.com/blogs.dir/93/files/2016/08/upper-quad-1024x768.jpg,"Consists of 3 college houses, 39 individual houses, and a dining hall; holds a vast majority of the freshman on campus."
33,39.953705,-75.191296,"3335 Woodland Walk, Philadelphia, PA 19104",New College House,https://new.house.upenn.edu/sites/new.house.upenn.edu/files/styles/banner-big/public/banners/heyman-courtyard-banner.png?itok=9BZlJrNv,"Newly built in 2016, NCH is a 4 year house including a dining hall, music practice rooms, a media room, and tons of modern and beautiful amenities. Rooms are suite style."
34,39.95414,-75.193461,"3400 Chestnut St, Philadelphia, PA 19104",Biddle Law Library,https://live.staticflickr.com/5249/5204747028_a420b5d2c9_b.jpg,A hidden spot inside the law school next to KCECH; super quiet and spacious for deep concentration.
35,39.954225,-75.194156,"3465 Sansom St, Philadelphia, PA 19104",Kings Court English House,https://kcech.house.upenn.edu/sites/kcech.house.upenn.edu/files/styles/banner-big/public/banners/facade-kcech.jpg?itok=3yGgtIYl,"A freshman dorm with a dining hall, library, and study spaces."
36,39.954033,-75.194827,"118 S 36th St, Philadelphia, PA 19104",Institute of Comtemporary Art,https://assets.visitphilly.com/wp-content/uploads/2018/02/Institute-of-Contemporary-Art-Exterior-J.Fuco-VP-2200x1237.jpg,"Penn's free modern art museum, boasting new exhibitions every month and event popups. Don't pass up this great museum!"
37,39.952984,-75.203041,"4000 Locust St, Philadelphia, PA 19104",Saxbys  ,https://pbs.twimg.com/media/CTXdZK_UkAAm6tX.jpg,A classic spot near high rises for coffee and seating.
