29.814697,-90.814742,SONIC Drive In
29.814697,-90.814742,SONIC Drive In
35.803788,-83.580553,Taco Bell
35.782339,-83.551408,Arby's
33.562738,-84.321143,Steak 'n Shake
42.368823,-83.138251,Wendy's
42.416819,-83.180444,Burger King
33.205722,-117.288645,Chipotle Mexican Grill
40.937359,-72.650142,7-Eleven
31.580721,-102.891455,Dairy Queen
32.36602,-96.103364,Dairy Queen
29.570079,-95.568166,Dairy Queen
41.005682,-81.555774,Mr. Hero
32.401088,-98.790162,Golden Chick
34.133291,-117.924566,Carl's Jr
33.026572,-80.169733,Checkers
41.627298,-83.502436,Rally's
33.955923,-118.396443,Togo's
32.282328,-90.11677,Rally's
42.91147,-85.56812,Checkers
39.523704,-85.743659,Rally's
40.685506,-73.914457,Checkers
33.475292,-81.995946,Checkers
42.400037,-83.21574,Checkers
42.405651,-71.14212,Little Q Hot Pot
42.79792,-73.924364,McDonald's
41.967079,-73.988583,McDonald's
40.757558,-73.981671,McDonald's
40.718943,-73.988306,McDonald's
40.709646,-73.591453,McDonald's
40.780233,-73.55934,McDonald's
40.780233,-73.55934,McDonald's
42.716812,-73.809319,McDonald's
40.839569,-73.915927,McDonald's
42.741061,-73.913673,McDonald's
42.857899,-78.825089,McDonald's
43.021019,-78.878167,McDonald's
42.503903,-71.132748,McDonald's
42.125526,-71.645913,McDonald's
42.557448,-71.181499,McDonald's
42.055826,-71.873999,McDonald's
42.376247,-71.241667,McDonald's
42.650503,-71.662674,McDonald's
42.157222,-71.243549,McDonald's
41.88896,-71.120789,McDonald's
42.12193,-72.584242,McDonald's
42.091561,-72.579647,McDonald's
42.111552,-72.603359,McDonald's
42.095053,-72.512539,McDonald's
42.142989,-72.48923,McDonald's
42.23341,-72.012516,McDonald's
42.23341,-72.012516,McDonald's
25.754984,-80.368058,Five Guys
33.007329,-96.554127,Taco Bell
32.274786,-95.306757,Taco Bell
38.964944,-92.336364,Burger King
32.070343,-81.101032,Wendy's
33.95111,-84.518962,Wendy's
33.446887,-84.138326,Wendy's
33.792748,-83.731443,Wendy's
33.486344,-82.13351,Wendy's
33.108582,-83.254192,Wendy's
33.880381,-83.939657,Wendy's
33.839726,-83.905798,Wendy's
33.699522,-84.17274,Wendy's
42.547923,-70.942014,Burger King
42.140526,-72.50087,Boston Road Pizza
41.157059,-81.219054,McDonald's
32.679467,-97.195027,Boston Market
41.92023235,-71.35787658,D'Angelo Grilled Sandwiches
32.739923,-116.942156,Burger King
32.80827,-116.97137,Boston Market
32.80827,-116.97137,Boston Market
32.805945,-116.971542,Burger King
40.170877,-75.127393,Nino's Pizzarama
34.091528,-117.43637,Carl's Jr
34.16469,-118.52474,Carl's Jr
33.051949,-117.260994,Burger King
33.93527552,-118.1238946,Carl's Jr
33.91684597,-118.1337577,Carl's Jr
32.797188,-117.2525,Filippi's Pizza Grotto
29.88081,-95.683922,Burger King
29.88081,-95.683922,Burger King
37.946879,-122.060174,Boston Market
37.695437,-122.081735,Jack in the Box
37.315904,-121.977843,Round Table Pizza
33.894566,-118.220228,El Pollo Loco
32.646857,-116.967527,Arby's
39.76117,-121.842187,Burger King
35.1273,-120.598,In-N-Out Burger
33.72118,-116.38791,Copper Oven Artisan Pizza
34.218957,-118.58903,Carl's Jr
36.975287,-121.963929,McDonald's
34.221478,-119.070243,Carl's Jr
34.867566,-117.114747,Del Taco
34.077713,-117.996169,Del Taco
34.0422696,-117.9493495,Little Caesars Pizza
37.365314,-118.39508,McDonald's
32.07128,-84.216974,McDonald's
34.54701,-82.6319,Burger King
34.088183,-118.151437,Carl's Jr
33.46734,-82.07989,Sbarro
39.321895,-88.451273,Casey's General Store
38.983809,-88.161001,Casey's General Store
34.23765,-118.58919,Chipotle Mexican Grill
34.017911,-85.253614,McDonald's
41.726353,-72.617608,Burger King
41.720514,-72.614164,Boston Market
37.346447,-85.337368,McDonald's
37.357213,-85.323654,SUBWAY
38.259527,-122.062146,Burger King
38.4791,-82.6411,Fat Patty's
38.3887,-82.7156,Dairy Queen
27.4357,-80.326,Pizza Hut
28.534187,-82.516103,Arby's
27.06168,-80.13746,McDonald's
30.403772,-86.85506,Culver's
25.867613,-80.266376,Burger King
25.882938,-80.33868,Pizza Hut
28.125757,-81.64043,Dairy Queen
29.96174,-81.49109,Pizza Hut
28.8829,-81.2413,KFC
30.68782,-86.12318,McDonald's
30.70032,-86.12317,SONIC Drive-In
30.68693,-86.12329,Whataburger
26.432003,-81.789408,Arby's
27.928097,-82.324836,Chick-Fil-A
26.67511,-80.67,Taco Bell
27.596742,-81.494029,McDonald's
27.56904,-81.81521,Pizza Hut
28.68587218,-81.53919026,Firehouse Subs
32.135603,-81.208243,Burger King
37.08012,-97.03938,SONIC Drive-In
37.77885,-100.01663,McDonald's
41.704627,-93.580975,Burger King
41.704627,-93.580975,Burger King
20.8874,-156.4698,Cupie's Drive-In
42.02045,-93.60967,Chick-Fil-A
42.03511,-93.57344,Burger King
41.732374,-93.582329,Burger King
43.580339,-116.213106,Pizza Hut
36.09503,-79.408,Burger King
41.548648,-90.504798,Dairy Queen
35.16361,-80.96889,McDonald's
34.425812,-117.378018,Burger King
34.419638,-117.291579,Burger King
33.899881,-118.361657,Del Taco
34.264517,-118.526782,Del Taco
39.158375,-75.550267,Arby's
39.158375,-75.550267,Arby's
34.68534,-82.19727,McDonald's
40.33873,-76.447826,Burger King
40.31787,-76.42396,Chipotle Mexican Grill
39.81718,-75.45715,Taco Bell
33.30628,-111.94409,Pizza Hut
44.49541,-89.51668,McDonald's
39.697205,-104.824323,Arby's
37.77743,-89.02603,Primo's Pizza
36.44176,-94.114426,Simple Simon's Pizza
36.594351,-87.287425,Arby's
40.90199,-81.12966,Dairy Queen
34.623,-92.50348,CASA Mexicana
34.623419,-92.499052,Burger King
35.192109,-111.624197,Burger King
44.31095,-96.77414,Arby's
44.31095,-96.77414,Arby's
33.41508,-111.57884,KFC
37.28415,-81.25128,Burger King
37.793559,-81.217557,Bob Evans
37.790326,-81.210547,Pizza Hut
42.17114472,-87.82489848,Players Grill
38.997749,-80.233242,Burger King
44.51606,-109.08971,Arby's
44.51459,-109.05084,Burger King
41.16767,-104.828636,Pizza Hut
35.0492,-89.69907,Back Yard Burgers
35.04561,-89.6942,Arby's
42.82804,-106.354802,Arby's
35.175914,-89.792333,Arby's
45.53751,-100.43688,SUBWAY
41.303027,-84.361279,Arby's
41.301426,-84.360818,Pizza Hut
39.783394,-84.006478,Pizza Hut
45.459587,-98.469823,Arby's
36.524041,-82.312707,McDonald's
36.534114,-82.390053,McDonald's
36.541865,-82.33235,Arby's
36.541865,-82.33235,Arby's
37.568606,-84.311046,Burger King
40.66428,-80.62041,Italo's Pizza
40.62539,-80.59109,Dairy Queen
40.73101,-84.07296,Hunan Gardens
39.58426871,-82.95390414,Burger King
41.580901,-81.210168,Burger King
40.331939,-83.761451,Burger King
41.29553,-81.67674,Burger King
41.293022,-81.68467,Burger King
44.92456,-91.38189,Toppers Pizza
42.63089,-88.63918,Hernandez Mexican Restaurant
42.627712,-88.621712,Culver's
37.16537,-80.422283,Burger King
37.166086,-80.422225,Arby's
37.16537,-80.422283,Burger King
37.289041,-78.397491,Burger King
38.04129,-78.47775,Glorious Foods Gourmet to go & Catering
45.50516,-122.41273,Little Caesars Pizza
31.88498,-106.418612,Arby's
29.33102,-96.09457,Pizza Hut
